"1919240|0/1 1/4 2/5 26/57 21/40 35/64 3/5 12/19 13/20 161/228 31/40 51/64 17/20 244/285 7/8 67/76 37/40 303/320 2237/2280 56/57	su5,4/1 su2,1/1 sp8,18/1 so11,385/16 e6,546/19"
"504089|0/1 1/3 21/52 6/13 57/104 2/3 13/18 115/156 31/39 275/312 99/104 51/52	sp8,288/13 f4,26/1 e7,532/13"
"2881698|0/1 7/20 2/5 7/16 1/2 35/64 57/100 63/80 67/80 17/20 7/8 287/320 9/10 23/25 14/15 303/320 97/100 63/64	sp8,24/1 so7,7/2 so11,385/16 e7,931/25"
"225861|0/1 1/4 4/9 21/44 1/2 57/112 6/11 25/36 8/11 3/4 85/112 7/9 35/44 365/396 15/16 17/18 961/1008 43/44 1215/1232 98/99	su2,1/1 su2,1/1 sp8,216/11 so9,8/1 e7,95/2"
"1874794|0/1 2/5 35/76 35/72 7/12 3/5 2/3 327/380 319/360 1295/1368 59/60	su5,4/1 sp8,16/1 so11,550/19 so11,55/2"
"496130|0/1 1/4 33/80 33/68 35/68 53/80 25/34 13/17 14/17 1221/1360 9/10 1261/1360	su2,1/1 so12,462/17 so12,33/1 so11,440/17"
"1950302|0/1 1/5 1/4 13/33 2/5 13/30 9/20 7/15 6/11 98/165 3/5 19/30 85/132 13/20 41/60 7/10 43/60 41/55 131/165 35/44 4/5 91/110 5/6 557/660 28/33 17/20 142/165 13/15 53/60 9/10 14/15 52/55 323/330 65/66 164/165 219/220	su5,4/1 su2,1/1 g2,42/5 e6,390/11 e6,156/5"
"3658380|0/1 1/4 7/24 1/3 26/63 11/24 1/2 13/24 5/9 9/16 4/7 7/12 167/252 2/3 355/504 17/24 47/63 3/4 19/24 29/36 13/16 23/28 5/6 41/48 145/168 439/504 8/9 43/48 19/21 115/126 11/12 481/504 23/24 61/63 35/36 983/1008 251/252	su2,1/1 so9,9/2 so7,28/3 so12,88/3 e6,234/7"
"1969775|0/1 3/14 1/4 15/56 2/5 35/76 13/28 29/56 19/36 31/56 3/5 43/70 9/14 13/20 187/280 359/532 27/38 775/1064 187/252 7/9 401/504 45/56 57/70 17/20 327/380 121/140 243/280 25/28 257/280 123/133 167/180 267/280 35/36 1041/1064 169/171 125/126	su5,4/1 su2,1/1 sp6,15/1 so11,550/19 e7,133/3"
"2847937|0/1 7/32 1/4 5/12 7/16 15/32 1/2 19/36 57/92 21/32 2/3 11/16 23/32 215/288 3/4 7/9 617/736 27/32 41/48 20/23 29/32 11/12 15/16 17/18 139/144 31/32 35/36 287/288	su2,1/1 so7,7/2 so7,49/4 e7,665/23 e7,133/3"
"4180657|0/1 9/34 1/2 35/68 33/64 10/17 5/8 13/17 53/68 849/1088 14/17 121/136 33/34	so9,360/17 so12,99/4 so11,440/17 so10,5/1"
"2858601|0/1 21/88 33/76 7/16 5/11 1/2 57/112 6/11 1125/1672 119/176 65/88 921/1232 69/88 265/304 743/836 157/176 81/88 71/76 15/16 2007/2128 53/56 18/19 21/22 1187/1232 819/836 173/176	so7,7/2 so7,126/11 so12,594/19 e7,95/2"
"2292076|0/1 1/4 5/12 37/84 57/92 5/8 2/3 29/42 5/7 3/4 20/23 7/8 10/11 11/12 27/28	su6,5/1 su2,1/1 so11,275/14 e8,248/11 e7,665/23"
"2791785|0/1 21/104 1/4 5/13 7/16 47/104 6/13 1/2 57/104 33/56 33/52 133/208 11/16 73/104 37/52 3/4 81/104 72/91 83/104 171/208 47/56 23/26 185/208 187/208 97/104 99/104 25/26 709/728 205/208	su2,1/1 so7,7/2 so7,168/13 so12,132/7 e7,532/13"
"4889564|0/1 37/156 5/13 1/2 7/13 57/104 35/52 19/28 115/156 3/4 245/312 6/7 23/26 47/52 250/273 97/104 77/78	su6,245/13 so12,6/1 e7,532/13 e7,19/1"
"335547|0/1 1/4 33/68 1/2 19/36 35/48 25/34 3/4 7/9 35/36 47/48 67/68	su2,1/1 su2,1/1 so12,462/17 so11,55/4 e7,133/3"
"4293941|0/1 2/5 26/57 1/2 19/36 12/19 244/285 7/8 9/10 167/180 109/114 35/36 56/57 673/684	so11,11/2 g2,14/5 e7,133/3 e6,546/19"
"3319858|0/1 3/13 1/4 15/52 13/30 25/52 1/2 7/13 19/32 31/52 3/5 259/390 41/60 9/13 563/780 19/26 3/4 41/52 343/416 54/65 27/32 11/13 17/20 367/416 231/260 713/780 14/15 49/52 379/390 51/52	su2,1/1 sp6,189/13 so8,4/1 e7,133/4 e6,156/5"
"2168490|0/1 1/4 5/12 37/84 5/11 19/36 2/3 29/42 31/44 5/7 3/4 7/9 35/44 9/11 6/7 115/132 827/924 11/12 17/18 27/28 61/63 35/36 389/396	su6,5/1 su2,1/1 so11,10/1 e8,248/7 e7,133/3"
"504402|0/1 7/20 2/5 21/52 35/76 6/13 49/65 209/260 77/95 211/260 17/20 327/380 56/65 427/494 911/988 14/15 51/52	sp8,288/13 sp8,24/1 so11,550/19"
"3254858|0/1 13/33 1/2 26/51 6/11 12/17 28/33 15/17 59/66 169/187 50/51 65/66	so8,4/1 e8,496/17 e6,390/17 e6,390/11"
"1716689|0/1 1/4 2/5 26/63 57/112 4/7 3/5 13/20 167/252 3/4 85/112 4/5 256/315 23/28 17/20 8/9 509/560 929/1008 15/16 34/35	su5,4/1 sp4,4/1 e7,95/2 e6,234/7"
"1802173|0/1 1/4 3/10 3/8 2/5 57/112 11/20 3/5 5/8 33/52 13/20 7/10 85/112 31/40 453/560 17/20 99/112 23/26 9/10 509/560 243/260 15/16 19/20 39/40	su5,4/1 su2,1/1 sp6,63/5 so12,198/13 e7,95/2"
"2411336|0/1 1/4 9/32 5/12 37/84 21/44 17/32 6/11 19/32 5/8 2/3 29/42 67/96 5/7 485/672 8/11 3/4 267/352 35/44 291/352 27/32 7/8 59/66 11/12 212/231 91/96 127/132 27/28 653/672 911/924 223/224	su6,5/1 su2,1/1 sp8,216/11 so9,81/4 e7,133/4"
"421724|0/1 7/32 1/4 5/12 15/32 1/2 57/112 2/3 23/32 163/224 3/4 85/112 27/32 15/17 11/12 311/336 15/16 31/32 219/224	su2,1/1 su2,1/1 so7,49/4 e8,496/17 e7,95/2"
"4361017|0/1 3/13 15/52 5/11 1/2 57/112 31/52 98/143 9/13 19/26 1077/1456 425/572 41/52 35/44 1161/1456 9/11 7/8 15/16 21/22 1187/1232	sp6,189/13 so11,11/2 so11,10/1 e7,95/2"
"3124952|0/1 1/4 1/3 1/2 19/36 7/12 2/3 3/4 7/9 5/6 31/36 11/12 14/15 35/36	su2,1/1 so8,4/1 so11,22/1 g2,14/3 e7,133/3"
"421205|0/1 1/4 3/8 3/7 1/2 7/12 5/8 19/28 5/6 7/8 15/17 51/56 13/14 14/15 23/24	su2,1/1 su2,1/1 sp8,162/7 so11,22/1 e8,496/17"
"2890980|0/1 1/4 21/52 26/63 7/16 35/76 6/13 1/2 4/7 17/26 167/252 11/16 27/38 37/52 3/4 2675/3276 23/28 175/208 857/1008 427/494 4181/4788 716/819 8/9 273/304 187/208 47/52 115/126 911/988 73/76 25/26 355/364 51/52	su2,1/1 sp8,288/13 so7,7/2 so11,550/19 e6,234/7"
"3603368|0/1 3/14 1/4 15/56 13/28 1/2 45/88 29/56 19/36 31/56 9/16 9/14 5/7 447/616 8/11 187/252 3/4 67/88 43/56 87/112 7/9 60/77 401/504 45/56 13/16 93/112 25/28 145/154 21/22 27/28 35/36 601/616 43/44 125/126 613/616	su2,1/1 sp6,15/1 so9,9/2 so10,135/11 e7,133/3"
"4973174|0/1 5/16 7/22 26/63 1/2 4/7 111/176 15/22 25/36 731/1008 8/11 1013/1386 3/4 13/16 9/11 99/112 8/9 137/154 115/126 175/176	so8,140/11 so12,6/1 so10,25/1 e6,234/7"
"2330064|0/1 1/4 5/12 37/84 13/27 19/32 2/3 35/52 29/42 5/7 79/108 3/4 27/32 97/108 11/12 697/756 12/13 27/28	su6,5/1 su2,1/1 so11,220/13 e7,133/4 e6,26/1"
"3338677|0/1 7/30 1/4 13/30 29/60 1/2 8/15 3/5 2/3 41/60 11/15 3/4 47/60 5/6 17/20 13/15 9/10 11/12 14/15 29/30 59/60	su2,1/1 so8,84/5 so8,4/1 e6,156/5 e6,156/5"
"1440327|0/1 1/3 3/8 5/12 35/72 1/2 57/104 17/24 7/9 19/24 59/72 5/6 31/36 275/312 65/72 11/12 12/13 301/312 71/72	su4,3/1 sp6,35/3 so11,55/2 e7,532/13"
"363913|0/1 1/4 1/3 1/2 7/12 19/32 2/3 13/18 5/6 27/32 10/11 11/12 89/96 35/36	su2,1/1 su2,1/1 f4,26/1 e8,248/11 e7,133/4"
"4861180|0/1 1/3 1/2 57/112 45/88 2/3 13/18 8/11 3/4 5/6 283/336 223/264 15/16 21/22	so12,6/1 so10,135/11 f4,26/1 e7,95/2"
"421162|0/1 13/33 45/112 6/11 2941/3696 28/33 6/7 15/17 25/28 1167/1232 65/66	so10,135/7 e8,496/17 e6,390/11"
"4060481|0/1 3/8 13/30 1/2 3/5 5/8 19/28 4/5 97/120 5/6 6/7 7/8 14/15 39/40	so10,5/1 so10,21/1 e7,19/1 e6,156/5"
"4176666|0/1 13/33 45/112 13/27 1/2 6/11 5/8 2/3 2941/3696 28/33 6/7 260/297 2671/3024 25/28 59/66 101/112 1167/1232 53/54 65/66	so10,5/1 so10,135/7 e6,390/11 e6,26/1"
"1822452|0/1 1/3 2/5 13/30 3/5 2/3 19/28 13/18 11/15 23/30 5/6 6/7 14/15	su5,4/1 f4,26/1 e7,19/1 e6,156/5"
"4163326|0/1 3/32 1/4 26/63 15/32 1/2 1021/2016 4/7 19/32 5/8 167/252 149/224 23/32 3/4 23/28 6/7 7/8 1777/2016 8/9 115/126 213/224 31/32 283/288	su2,9/4 so10,5/1 e8,248/7 e6,234/7"
"1922903|0/1 1/4 2/5 21/44 6/11 7/12 3/5 57/92 13/20 8/11 35/44 5/6 17/20 20/23 193/220 14/15 52/55 59/60	su5,4/1 su2,1/1 sp8,216/11 so11,22/1 e7,665/23"
"4094048|0/1 2/5 9/22 1/2 19/36 5/8 7/11 4/5 89/110 9/11 13/15 9/10 10/11 167/180 371/396 35/36	so9,144/11 so10,5/1 f4,104/5 e7,133/3"
"1334197|0/1 3/8 13/33 1/2 6/11 21/32 3/4 203/264 28/33 6/7 7/8 59/66 81/88 65/66	su4,3/1 sp8,27/2 e8,248/7 e6,390/11"
"2283318|0/1 33/80 5/12 37/84 26/45 2/3 5/7 3/4 4/5 199/240 1433/1680 6/7 9/10 713/720 179/180	su6,5/1 so12,33/1 e8,248/7 e6,78/5"
"2732861|0/1 1/4 3/7 7/16 35/72 1/2 19/36 15/28 19/28 11/16 53/72 3/4 7/9 11/14 6/7 97/112 461/504 133/144 13/14 15/16 241/252 139/144 35/36 109/112 71/72	su2,1/1 sp6,9/1 so7,7/2 so11,55/2 e7,133/3"
"971346|0/1 7/24 1/3 33/76 57/112 5/8 2/3 331/456 175/228 269/336 283/336 15/16 2007/2128 18/19 23/24	su3,2/1 so8,14/1 so12,594/19 e7,95/2"
"4579876|0/1 3/44 2/11 15/44 1/2 26/51 19/36 6/11 25/44 1297/2244 59/99 15/22 388/561 12/17 281/396 579/748 35/44 37/44 1909/2244 86/99 7/8 166/187 83/88 35/36 50/51	su2,27/11 so11,11/2 e7,133/3 e6,390/17"
"4586306|0/1 7/32 3/7 1/2 19/36 145/224 23/32 215/288 27/32 6/7 7/8 13/14 241/252 35/36	so8,35/2 so11,11/2 f4,130/7 e7,133/3"
"4399698|0/1 33/76 11/24 1/2 7/8 407/456 71/76 15/16 18/19 23/24 35/36	so12,88/3 so12,594/19 so11,11/2 e8,31/2"
"2714733|0/1 1/4 7/16 1/2 57/112 45/88 11/16 8/11 3/4 85/112 67/88 15/17 15/16 53/56 167/176 21/22 43/44	su2,1/1 so7,7/2 so10,135/11 e8,496/17 e7,95/2"
"2428051|0/1 7/30 1/4 26/63 5/12 37/84 29/60 8/15 57/100 4/7 407/630 13/20 167/252 2/3 283/420 29/42 5/7 3/4 47/60 241/300 169/210 41/50 23/28 209/252 215/252 8/9 1129/1260 9/10 11/12 97/105 298/315 199/210 19/20 27/28 409/420 6191/6300 59/60 74/75 83/84	su6,5/1 su2,1/1 so8,84/5 e7,931/25 e6,234/7"
"457798|0/1 33/76 21/40 19/36 3/5 18/19 729/760 329/342 35/36	sp8,18/1 so12,594/19 e7,133/3"
"1865765|0/1 2/5 33/80 26/51 33/56 3/5 12/17 13/16 9/10 232/255 3763/4080 50/51 277/280	su5,4/1 so12,33/1 so12,132/7 e6,390/17"
"860549|0/1 1/4 1/3 5/12 19/36 7/12 2/3 3/4 7/9 31/36 10/11 11/12 17/18 35/36	su3,2/1 su2,1/1 sp6,35/3 e8,248/11 e7,133/3"
"996368|0/1 9/32 1/3 7/20 2/5 57/100 59/96 5/8 101/160 109/160 41/60 11/15 17/20 681/800 271/300 23/25 14/15 23/24 463/480 97/100 39/40	su3,2/1 sp8,24/1 so9,81/4 e7,931/25"
"4625215|0/1 3/16 1/4 6/17 13/33 3/7 7/16 1/2 147/272 6/11 307/528 41/68 85/132 19/28 11/16 12/17 81/112 129/176 419/561 3/4 13/17 93/119 215/272 35/44 190/231 439/528 28/33 29/34 7/8 243/272 59/66 168/187 8387/8976 75/77 173/176 65/66 2237/2244	su2,1/1 so7,27/2 so11,11/2 f4,416/17 e6,390/11"
"2848595|0/1 1/3 21/52 7/16 6/13 1/2 57/92 2/3 13/18 115/156 37/48 31/39 5/6 175/208 187/208 47/52 263/276 25/26 51/52	sp8,288/13 so7,7/2 f4,26/1 e7,665/23"
"1389443|0/1 1/4 3/8 35/76 1/2 33/56 19/32 5/8 27/38 3/4 127/152 47/56 27/32 73/76 27/28 31/32	su4,3/1 su2,1/1 so12,132/7 so11,550/19 e7,133/4"
"919461|0/1 1/4 1/3 3/8 7/12 5/8 17/24 3/4 4/5 13/16 5/6 15/17 23/24	su3,2/1 su2,1/1 so10,21/1 f4,91/4 e8,496/17"
"1488651|0/1 1/4 5/16 3/8 13/33 13/30 1/2 6/11 3/5 5/8 85/132 31/48 41/60 11/16 373/528 179/240 3/4 203/264 35/44 97/120 13/16 91/110 28/33 17/20 151/176 59/66 73/80 81/88 14/15 39/40 323/330 65/66 164/165	su4,3/1 sp6,14/1 e6,390/11 e6,156/5"
"935216|0/1 1/4 37/132 45/136 1/3 26/63 5/11 35/66 4/7 79/136 7/12 2743/4488 27/44 7/11 167/252 271/408 1921/2772 31/44 25/34 6371/8568 47/63 1175/1496 26/33 35/44 23/28 787/924 3865/4488 19/22 601/693 39/44 8/9 859/952 19/21 373/408 1307/1386 1413/1496 1447/1496 32/33 8513/8568 251/252	su6,175/11 su3,2/1 su2,1/1 so10,405/17 e6,234/7"
"2301325|0/1 1/8 1/4 1/3 3/8 5/12 37/84 13/24 95/168 7/12 19/32 5/8 2/3 29/42 5/7 23/32 3/4 65/84 19/24 137/168 47/56 27/32 6/7 7/8 11/12 89/96 27/28 31/32 55/56	su6,5/1 su2,2/1 su2,1/1 e8,248/7 e7,133/4"
"449609|0/1 1/4 35/64 19/32 5/8 51/64 27/32 7/8	su2,1/1 so11,385/16 so11,275/14 e7,133/4"
"1968098|0/1 3/16 1/4 3/8 2/5 3/7 7/16 19/36 9/16 47/80 3/5 69/112 5/8 13/20 19/28 103/144 81/112 31/40 7/9 63/80 45/56 13/16 29/35 67/80 17/20 6/7 97/112 65/72 51/56 167/180 241/252 77/80 139/144 35/36 109/112 39/40	su5,4/1 su2,1/1 sp8,162/7 so7,27/2 e7,133/3"
