"3370097|0/1 1/4 35/76 35/72 1/2 9/16 27/38 53/72 3/4 13/16 7/8 1295/1368 73/76 71/72	su2,1/1 so9,9/2 so11,550/19 so11,55/2 so11,11/2"
"2042967|0/1 5/16 5/12 37/84 26/57 1/2 11/20 12/19 2/3 5/7 35/48 3/4 253/336 701/912 69/80 199/228 477/532 11/12 79/84 287/304 109/114 29/30 47/48 56/57 104/105	su6,5/1 sp4,5/2 so12,22/1 e6,546/19"
"1267383|0/1 3/8 9/22 26/57 1/2 6/11 12/19 7/11 69/88 9/11 379/456 1085/1254 10/11 81/88 21/22 109/114 56/57	su4,3/1 so9,144/11 f4,104/11 e6,546/19"
"2287570|0/1 7/40 2/5 5/12 37/84 71/120 517/840 5/8 2/3 27/40 19/28 5/7 3/4 4/5 49/60 353/420 101/120 239/280 6/7 249/280 37/40	su6,5/1 so7,14/1 so11,275/14 e7,19/1"
"1904289|0/1 1/12 2/9 7/22 2/5 53/132 26/63 5/12 29/60 125/252 107/198 4/7 3/5 28/45 40/63 55/84 2/3 15/22 41/60 79/110 8/11 1013/1386 97/132 101/132 50/63 529/660 107/132 256/315 2257/2772 49/60 37/45 209/252 8/9 137/154 1129/1260 179/198 101/110 931/990 1321/1386 34/35 35/36 899/924 83/84	su5,4/1 su2,7/3 so8,140/11 e6,234/7"
"2187331|0/1 1/4 3/11 7/24 15/44 5/12 37/84 1/2 23/44 13/24 149/264 13/22 5/8 167/264 2/3 91/132 29/42 31/44 17/24 659/924 5/7 41/56 3/4 25/33 17/22 361/462 215/264 9/11 37/44 7/8 15/17 233/264 79/88 11/12 31/33 79/84 21/22 23/24 445/462 27/28 85/88 259/264 76/77 263/264	su6,5/1 su2,1/1 sp6,7/1 sp6,147/11 e8,496/17"
"414048|0/1 1/4 35/76 26/51 13/24 12/17 27/38 3/4 155/204 19/24 65/68 3761/3876 50/51	su2,1/1 so11,550/19 e6,390/17 e6,39/2"
"331722|0/1 13/33 6/11 26/45 35/48 3/4 4/5 28/33 481/495 65/66	so11,55/4 e6,78/5 e6,390/11"
"3322918|0/1 1/12 2/9 1/4 9/28 1/3 17/42 5/12 17/36 1/2 137/252 57/100 4/7 7/12 9/14 49/75 55/84 2/3 5/7 13/18 61/84 31/42 3/4 713/900 50/63 67/84 41/50 23/28 5/6 109/126 156/175 25/28 271/300 19/21 11/12 59/63 27/28 35/36 2047/2100 41/42 74/75 83/84	su2,7/3 su2,1/1 so9,18/1 so8,4/1 e7,931/25"
"744346|0/1 45/136 1/3 2/5 11/24 271/408 11/16 497/680 11/15 25/34 161/204 19/24 4/5 5/6 103/120 13/15	su3,2/1 so12,11/1 so10,405/17 f4,104/5"
"1869839|0/1 1/4 3/8 2/5 45/112 15/32 19/32 3/5 5/8 13/20 73/112 23/32 31/40 87/112 449/560 27/32 17/20 6/7 139/160 195/224 7/8 25/28 31/32 39/40 159/160 223/224	su5,4/1 su2,1/1 sp6,21/2 so10,135/7 e7,133/4"
"942263|0/1 1/3 3/8 2/5 17/24 11/15 3/4 31/40 4/5 13/16 5/6 13/15	su3,2/1 so9,15/1 f4,91/4 f4,104/5"
"131273|0/1 1/4 3/8 13/33 26/51 6/11 5/8 85/132 2/3 12/17 155/204 203/264 35/44 28/33 7/8 361/408 169/187 11/12 81/88 65/68 50/51 65/66	su2,1/1 sp8,6/1 e6,390/17 e6,390/11"
"237954|0/1 1/4 5/11 1/2 19/32 31/44 35/44 9/11 27/32 15/17 21/22	su2,1/1 su2,1/1 so11,10/1 e8,496/17 e7,133/4"
"352540|0/1 1/4 35/64 26/45 7/12 2/3 51/64 4/5 149/180 5/6 7/8 11/12	su2,1/1 sp8,16/1 so11,385/16 e6,78/5"
"2318265|0/1 1/4 9/26 7/20 5/12 37/84 57/100 31/52 3/5 2/3 29/42 9/13 181/260 5/7 3/4 119/156 23/30 10/13 859/1092 83/105 4/5 41/50 17/20 1191/1300 11/12 23/25 49/52 123/130 27/28 74/75	su6,5/1 su2,1/1 so9,216/13 so8,56/5 e7,931/25"
"2830501|0/1 3/10 3/8 7/16 1/2 3/5 2/3 27/40 59/80 3/4 4/5 13/16 5/6 6/7 7/8 39/40	so9,96/5 so9,15/1 so7,7/2 e8,248/7"
"284753|0/1 1/4 21/52 6/13 33/64 6/11 17/26 37/52 49/64 35/44 9/11 765/832 543/572 813/832 51/52	su2,1/1 sp8,288/13 so12,99/4 f4,104/11"
"2784957|0/1 7/32 5/16 7/16 15/32 1/2 17/32 21/32 11/16 25/36 23/32 3/4 25/32 13/16 27/32 7/8 29/32 263/288 15/16 31/32	so8,35/2 so7,7/2 so10,25/1 so10,15/1"
"3155153|0/1 2/5 9/20 35/72 1/2 7/10 35/48 3/4 319/360 9/10 337/360 19/20 71/72	so9,54/5 so8,4/1 so11,55/4 so11,55/2"
"4442394|0/1 13/33 2/5 9/20 1/2 6/11 33/56 7/10 131/165 557/660 28/33 7/8 59/66 9/10 52/55 19/20 1817/1848 65/66 277/280 219/220	so9,54/5 so12,132/7 so11,11/2 e6,390/11"
"455557|0/1 7/32 1/4 1/3 3/8 5/12 3/7 15/32 1/2 53/96 7/12 19/32 5/8 61/96 145/224 2/3 19/28 17/24 23/32 3/4 16/21 7/9 19/24 77/96 5/6 27/32 71/84 31/36 7/8 85/96 201/224 51/56 11/12 89/96 13/14 23/24 659/672 287/288	su2,1/1 su2,1/1 sp8,162/7 sp6,35/3 so8,35/2"
"1395608|0/1 3/8 21/52 6/13 1/2 26/51 7/12 2/3 12/17 81/104 87/104 361/408 47/52 2423/2652 23/24 25/26 644/663 50/51 51/52 77/78	su4,3/1 sp8,288/13 sp8,16/1 e6,390/17"
